,S,I,R,M
220,15940733.386306096,149.85143520616768,189771175.2116389,4287941.548729986
221,15940730.041200036,137.4011161818134,189771190.87994322,4287941.678545493
222,15940726.973808613,125.98522405600653,189771205.24094123,4287941.7974622995
223,15940724.161282351,115.5178142167374,189771218.41428703,4287941.906705305
224,15940721.582475511,105.92008268304279,189771230.48852986,4287942.007089461
225,15940719.217922404,97.11977283448736,189771241.5682566,4287942.099593086
226,15940717.049884249,89.05063143138776,189771251.719742,4287942.183412118
227,15940715.062091371,81.65190983061095,189771261.0213544,4287942.259918315
228,15940713.239231627,74.86790664211254,189771269.5672039,4287942.331236776
229,15940711.568014292,68.6475483830163,189771277.38387176,4287942.396429356
230,15940710.035487486,62.944004972600894,189771284.5586931,4287942.455172816
231,15940708.630365465,57.71433717315394,189771291.1396171,4287942.511052171
232,15940707.341970978,52.9191733228949,189771297.18375948,4287942.559792479
233,15940706.160556957,48.52241292703108,189771302.70779312,4287942.606358607
234,15940705.077302853,44.4909548756548,189771307.78337187,4287942.648705163
235,15940704.084322443,40.79444824233795,189771312.4251925,4287942.685958066
236,15940703.173567481,37.40506378730691,189771316.70010665,4287942.723210969
237,15940702.33863577,34.297284445091634,189771320.6244949,4287942.755288141
238,15940701.572700787,31.447713219275666,189771324.21726146,4287942.783227818
239,15940700.871003056,28.834897038123586,189771327.50046626,4287942.811167495
240,15940700.22732045,26.439165244999142,189771330.50018778,4287942.839107173
241,15940699.636754949,24.24248150766778,189771333.24773216,4287942.86074509
242,15940699.095852137,22.22830803159011,189771335.781382,4287942.879371542
243,15940698.598755263,20.381481054917646,189771338.1490241,4287942.897997993
244,15940698.14417042,18.688096687922783,189771340.23518667,4287942.916624445
245,15940697.72671961,17.135406237336515,189771342.20042863,4287942.935250896
246,15940697.344560495,15.711720227603022,189771343.98856798,4287942.9538773475
247,15940696.994494054,14.40632039643809,189771345.63370898,4287942.965169802
248,15940696.671490325,13.209379002197673,189771347.1238251,4287942.974483028
249,15940696.37794208,12.111884835507764,189771348.56436592,4287942.983796254
250,15940696.107688451,11.10557537819716,189771349.75645882,4287942.99310948
251,15940695.859342696,10.182874598718545,189771350.9485517,4287943.002422705
252,15940695.631723301,9.336835915840194,189771352.06047213,4287943.011735931
253,15940695.423451522,8.56108990113183,189771352.9545418,4287943.021049157
254,15940695.232897453,7.849796326560871,189771353.84861147,4287943.0303623825
255,15940695.05810446,7.197600196189161,189771354.74268115,4287943.039675608
256,15940694.89667988,6.599591430947552,189771355.5205453,4287943.048988834
257,15940694.747668268,6.0512679029808965,189771356.11659175,4287943.05830206
258,15940694.615245627,5.548501541223638,189771356.7126382,4287943.0676152855
259,15940694.489346547,5.0875072531411245,189771357.30868465,4287943.075793306
260,15940694.377587838,4.664814428549987,189771357.9047311,4287943.075793306
261,15940694.271695076,4.277240810977814,189771358.50077754,4287943.075793306
262,15940694.178562818,3.9218685400467166,189771358.94758675,4287943.075793306
263,15940694.08545757,3.596022184170242,189771359.24560997,4287943.075793306
264,15940694.010951765,3.2972485985738875,189771359.5436332,4287943.075793306
265,15940693.936445959,3.0232984566867844,189771359.84165642,4287943.075793306
266,15940693.86387949,2.772109315980706,189771360.13967964,4287943.075793306
267,15940693.808000136,2.5417900908984383,189771360.43770286,4287943.075793306
268,15940693.752120782,2.330606815689615,189771360.7357261,4287943.075793306
269,15940693.696241427,2.1369695901894064,189771361.0337493,4287943.075793306
270,15940693.64455348,1.9594206102385692,189771361.33177254,4287943.075793306
271,15940693.607300578,1.796623192586888,189771361.62979576,4287943.075793306
272,15940693.570047675,1.6473517115716676,189771361.92781898,4287943.075793306
273,15940693.532794772,1.5104823719674803,189771362.2258422,4287943.075793306
274,15940693.495541869,1.3849847484738687,189771362.52386543,4287943.075793306
275,15940693.458288966,1.269914028128088,189771362.5729894,4287943.075793306
276,15940693.427291958,1.164403897247255,189771362.5729894,4287943.075793306
277,15940693.408665506,1.067660019377849,189771362.5729894,4287943.075793306
