,S,I,R,M
237,15940808.671736564,42.01850144107748,191526677.4113322,2532471.898492538
238,15940807.733720405,38.52742165007802,191526681.7826274,2532471.9562922423
239,15940806.873638738,35.326395900494425,191526685.79073957,2532472.00928974
240,15940806.085016424,32.391325252693846,191526689.46583888,2532472.05788388
241,15940805.361916324,29.700113009614785,191526692.83559355,2532472.1024406515
242,15940804.698894503,27.232498362112047,191526695.92537624,2532472.1432954613
243,15940804.09095951,24.96990385571111,191526698.75844184,2532472.1807558616
244,15940803.533534413,22.895295530434794,191526701.35613018,2532472.2151038977
245,15940803.022422625,20.993054680779068,191526703.73798543,2532472.246598218
246,15940802.553776175,19.24886027039492,191526705.92195445,2532472.2754757735
247,15940802.124067042,17.64958111623708,191526707.9244595,2532472.3019540547
248,15940801.730060041,16.18317703050061,191526709.76059237,2532472.3262323732
249,15940801.368788758,14.838608176093405,191526711.44417116,2532472.3484936613
250,15940801.03753349,13.605751953231684,191526712.98786995,2532472.3689053287
251,15940800.733800495,12.47532679144615,191526714.403316,2532472.387621034
252,15940800.455302825,11.438822273267357,191526715.70115286,2532472.404781798
253,15940800.199943954,10.488435063527211,191526716.89116532,2532472.420516917
254,15940799.965801474,9.617010161927132,191526717.98231333,2532472.4349445407
255,15940799.751112541,8.81798703658828,191526718.98279178,2532472.448173326
256,15940799.554260908,8.08535023305824,191526719.90015006,2532472.4603032735
257,15940799.37376454,7.413584086928534,191526720.7412852,2532472.471425314
258,15940799.208264552,6.797631199122416,191526721.51254275,2532472.481623275
259,15940799.056515357,6.232854361231953,191526722.2197143,2532472.490973834
260,15940798.917373925,5.715001644262094,191526722.86813873,2532472.4995476245
261,15940798.789792813,5.240174387950767,191526723.46267876,2532472.5074092015
262,15940798.672811955,4.804797849673013,191526724.0078283,2532472.5146172573
263,15940798.565550229,4.405594291961911,191526724.50770357,2532472.521226591
264,15940798.46720002,4.039558306032089,191526724.96601266,2532472.5272871586
265,15940798.377021402,3.703934185532721,191526725.3862524,2532472.5328436107
266,15940798.29433573,3.3961951801856975,191526725.77158895,2532472.537938694
267,15940798.218519174,3.1140244731216895,191526726.12493137,2532472.5426102323
268,15940798.149002267,2.8552977387009153,191526726.44885528,2532472.546893799
269,15940798.085260628,2.6180671495058236,191526726.74592814,2532472.550821672
270,15940798.026815357,2.400546712101598,191526727.01830682,2532472.554422782
271,15940797.973225713,2.2010988211657243,191526727.26800445,2532472.5577249443
272,15940797.9240884,2.018221930758508,191526727.49702623,2532472.5607528924
273,15940797.879033903,1.8505392499174569,191526727.70698756,2532472.563528852
274,15940797.837723214,1.6967883774714638,191526727.89946038,2532472.566074907
275,15940797.799844243,1.555811798038918,191526728.07599977,2532472.5684083803
276,15940797.76511168,1.426548167659962,191526728.23782524,2532472.570548476
277,15940797.73326638,1.3080243234562492,191526728.38626993,2532472.5725115216
278,15940797.704066975,1.1993479571624384,191526728.52233842,2532472.5743099973
279,15940797.677291712,1.099700897373292,191526728.64707568,2532472.575959796
280,15940797.652743217,1.0083329499301115,191526728.7615049,2532472.57747248
